19-3-6 下午12:59
项目统计

     	     片段	     词汇	 字符（无空白）	 字符（含空白）	#Files	
总共：  	1006522	4257057	36375270	38044126	  6142	
剩余：  	 973565	4153753	35750194	37347858	  6142	
独特：  	 251106	1495192	12745031	13643919	  5825	
剩余独特：	 250293	1486339	12700482	13591289	  5824	


单文件统计：

文件名                                                                                                                                               	  总片段	 剩余片段	 独特片段	剩余独特片段	  总计词汇	  剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
4.0.1/d0/d62/structcvflann_1_1anyimpl_1_1choose__policy-members.html                                                                              	   29	   28	    8	     8	   111	   107	   50	    50	     861	      837	      394	        394	     904	      877	      414	        414	
4.0.1/d0/d62/structNcvRect32u.html                                                                                                                	  114	  108	   42	    42	   315	   304	  117	   117	    3362	     3289	     1289	       1289	    3468	     3390	     1334	       1334	
4.0.1/d0/d64/structcv_1_1cudev_1_1BGRA__to__HLS__FULL__func_3_01float_01_4.html                                                                   	   34	   33	    6	     6	   155	   151	   56	    56	    1130	     1106	      377	        377	    1184	     1157	      395	        395	
4.0.1/d0/d65/classcv_1_1ml_1_1RTrees.html                                                                                                         	  635	  578	  238	   237	  2816	  2666	 1409	  1407	   22537	    21675	    10708	      10693	   23631	    22674	    11413	      11397	
4.0.1/d0/d66/structcv_1_1cudev_1_1exp10__func_3_01double_01_4.html                                                                                	   63	   59	   11	    11	   276	   265	   99	    99	    2051	     1974	      641	        641	    2141	     2057	      664	        664	
4.0.1/d0/d67/structcv_1_1cudev_1_1BrdReplicate-members.html                                                                                       	   35	   34	    9	     9	   134	   130	   57	    57	     985	      961	      416	        416	    1027	     1000	      436	        436	
4.0.1/d0/d68/classcv_1_1face_1_1StandardCollector-members.html                                                                                    	   80	   79	   26	    26	   341	   337	  150	   150	    2970	     2946	     1436	       1436	    3019	     2992	     1463	       1463	
4.0.1/d0/d6a/structcv_1_1detail_1_1get__out.html                                                                                                  	   27	   26	    3	     3	    93	    89	   16	    16	     669	      645	      104	        104	     711	      684	      115	        115	
4.0.1/d0/d6b/structcv_1_1cudev_1_1log__func_3_01short_01_4-members.html                                                                           	   38	   37	    3	     3	   183	   179	   26	    26	    1248	     1224	      151	        151	    1302	     1275	      171	        171	
4.0.1/d0/d6c/classcv_1_1GCPUKernelImpl.html                                                                                                       	   72	   69	   20	    20	   264	   246	  106	   106	    2111	     1999	      949	        949	    2224	     2097	      989	        989	
4.0.1/d0/d6c/classcv_1_1reg_1_1Mapper.html                                                                                                        	  206	  194	   84	    84	   841	   810	  455	   455	    6517	     6324	     3633	       3633	    6710	     6497	     3752	       3752	
4.0.1/d0/d6c/gpu__basics__similarity_8markdown.html                                                                                               	   17	   16	    2	     2	    57	    53	   21	    21	     531	      507	      253	        253	     556	      529	      258	        258	
4.0.1/d0/d6c/tutorial_dnn_android.html                                                                                                            	  294	  292	  230	   230	  1273	  1268	 1094	  1094	   11105	    11077	     9162	       9162	   11844	    11813	     9872	       9872	
4.0.1/d0/d6e/classcv_1_1text_1_1OCRTesseract-members.html                                                                                         	   58	   57	   21	    21	   314	   310	  194	   194	    2420	     2396	     1556	       1556	    2521	     2494	     1634	       1634	
4.0.1/d0/d6f/canny__detector_8markdown.html                                                                                                       	   17	   16	    2	     2	    59	    55	   23	    23	     529	      505	      251	        251	     554	      527	      256	        256	
4.0.1/d0/d6f/structcv_1_1cudev_1_1HLS__to__RGB__FULL__func.html                                                                                   	   34	   33	    8	     8	   144	   140	   57	    57	    1096	     1072	      417	        417	    1148	     1121	      433	        433	
4.0.1/d0/d70/structcv_1_1cudev_1_1ScharrYPtr.html                                                                                                 	   95	   91	   31	    31	   385	   374	  160	   160	    3188	     3111	     1419	       1419	    3304	     3220	     1468	       1468	
4.0.1/d0/d71/classcv_1_1detail_1_1GCompoundKernelImpl.html                                                                                        	   74	   71	   22	    22	   297	   279	  131	   131	    2444	     2332	     1225	       1225	    2557	     2430	     1266	       1266	
4.0.1/d0/d71/classcv_1_1VideoCapture-members.html                                                                                                 	  109	  108	   37	    37	   380	   376	  171	   171	    3432	     3408	     1687	       1687	    3495	     3468	     1728	       1728	
4.0.1/d0/d71/classcvflann_1_1Heap.html                                                                                                            	  125	  119	   54	    54	   416	   392	  277	   277	    2894	     2730	     1872	       1872	    3118	     2936	     2048	       2048	
4.0.1/d0/d71/structcvflann_1_1Datatype_3_01double_01_4-members.html                                                                               	   28	   27	    7	     7	   112	   108	   47	    47	     788	      764	      322	        322	     832	      805	      344	        344	
4.0.1/d0/d72/tutorial_py_knn_index.html                                                                                                           	   27	   24	    9	     9	    84	    76	   41	    41	     666	      605	      317	        317	     714	      648	      343	        343	
4.0.1/d0/d74/classcv_1_1text_1_1OCRHMMDecoder.html                                                                                                	  441	  430	  143	   143	  1855	  1825	  837	   837	   16145	    15933	     7053	       7053	   16950	    16719	     7520	       7520	
4.0.1/d0/d74/classcv_1_1xfeatures2d_1_1PCTSignatures.html                                                                                         	 1455	 1358	  502	   502	  5380	  5201	 2162	  2162	   45410	    44320	    21902	      21902	   48538	    47365	    23003	      23003	
4.0.1/d0/d74/classcvflann_1_1UniqueResultSet-members.html                                                                                         	   83	   82	    4	     4	   300	   296	   28	    28	    3022	     2998	      195	        195	    3108	     3081	      216	        216	
4.0.1/d0/d76/tutorial_arm_crosscompile_with_cmake.html                                                                                            	   78	   75	   59	    58	   505	   497	  461	   458	    3290	     3242	     2951	       2931	    3675	     3622	     3314	       3292	
4.0.1/d0/d77/structcv_1_1cudev_1_1PtrTraits_3_01RemapPtr1Sz_3_01SrcPtr_00_01MapPtr_01_4_01_4-members.html                                         	   56	   55	    8	     8	   315	   311	   75	    75	    2511	     2487	      514	        514	    2644	     2617	      567	        567	
4.0.1/d0/d78/classcv_1_1PaniniPortraitWarper-members.html                                                                                         	   38	   37	   10	    10	   129	   125	   51	    51	    1133	     1109	      469	        469	    1175	     1148	      489	        489	
4.0.1/d0/d79/classcv_1_1text_1_1TextDetector-members.html                                                                                         	   35	   34	    9	     9	   137	   133	   60	    60	    1024	     1000	      464	        464	    1070	     1043	      487	        487	
